Sentence,Entity,Sentiment
it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,anecdotes,positive
service has always been friendly and efficient.,service,positive
its a great place for a casual date or to entertain clients for lunch.,anecdotes,positive
all we received was an apology as we left to see our show without dinner.,service,negative
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,service,negative
prices are very good.,price,positive
"we could not catch our waiter's eye, and he ignored us.",service,negative
fantastic place.,anecdotes,positive
plain and simple it's bad thai food.,food,negative
definitely not a restaurant to skip!,anecdotes,positive
they refuse to seat parties of 3 or more on weekends.,service,negative
"the waitress, seems to be more concerned of looking good than actually waitressing.",service,negative
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",ambience,positive
what a ripoff!,price,negative
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,anecdotes,positive
food-awesome.,food,positive
"good music, great food, speedy service affordable prices.",price,positive
"good music, great food, speedy service affordable prices.",food,positive
"good music, great food, speedy service affordable prices.",ambience,positive
"good music, great food, speedy service affordable prices.",service,positive
the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,price,negative
"may, the owner always has a smile on her and will warmly greet you.",service,positive
i've lived in ny for 5 years and this place has it all.,anecdotes,positive
the sides were ok and incredibly salty.,food,negative
it hits the spot every time,anecdotes,positive
"for some reason, all the seafood on the menu was unavailable except for the salmon.",food,negative
don't be fooled by crowds of people.,anecdotes,negative
"the beverages were excellent, and the dessert was good.",food,positive
the hostess and the waitress were incredibly rude and did everything they could to rush us out.,service,negative
i must say the view of nyc is so beautiful!,ambience,positive
"if you'd like to have a nice light meal with an asian accent, long tan is a good place on the slope.",food,positive
"otherwise, this place has great service and prices and a nice friendly atmosphere.",price,positive
"otherwise, this place has great service and prices and a nice friendly atmosphere.",ambience,positive
"otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive
highly recommend this as great value for excellent sushi and service.,price,positive
highly recommend this as great value for excellent sushi and service.,food,positive
highly recommend this as great value for excellent sushi and service.,service,positive
this place would be so much better served by being run by a group that actually understands customer service.,service,negative
a++   the service was good to excellent along with the attitude.,service,positive
"this is my fourth try over a two year period, and i'm done.",anecdotes,negative
the food is awesome - definitely try the striped bass.,food,positive
black white shakes came out good also.,food,positive
